Facility ID,Property type,Rating snapshot date,Original Loan Amount,Principal Repayment Type,Current Loan Balance,Interest rate,Property value,Net operating income,Contractual term,Months to maturity,Annual tenant turnover,Region,Property Class,Default flag
ABC1002326,Office building,1/1/2016," $3,003,912.22 ", Partially amortizing ," $2,893,768.77 ",7.25%," $4,845,019.70 "," $233,529.95 ",120,109,15%,Northeast,Class C,0
ABC1002327,Office building,1/1/2022," $6,336,415.06 ", Partially amortizing ," $5,216,981.73 ",6.07%," $7,200,471.66 "," $341,302.36 ",120,67,1%,South,Class B,0
ABC1002328,Retail space,1/1/2015," $4,808,356.99 ", Partially amortizing ," $4,103,131.30 ",7.10%," $6,678,273.60 "," $540,272.33 ",120,76,12%,Midwest,N/A,0
ABC1002329,Retail space,1/1/2018," $14,149,687.14 ", Partially amortizing ," $12,074,399.70 ",5.42%," $17,687,108.93 "," $1,291,158.95 ",60,16,6%,Northeast,N/A,0
ABC1002330,Retail space,1/1/2018," $688,317.38 ", Partially amortizing ," $513,943.65 ",6.77%," $819,425.46 "," $47,362.79 ",120,44,36%,South,N/A,0
ABC1002331,Retail space,1/1/2018," $6,811,138.47 ", Fully amortizing ," $3,065,012.31 ",6.16%," $11,949,365.75 "," $1,529,518.82 ",60,27,40%,South,N/A,0
ABC1002332,Multifamily residential,1/1/2022," $2,292,345.03 ", Partially amortizing ," $2,086,033.98 ",6.24%," $3,473,250.05 "," $247,295.40 ",60,33,15%,Midwest,N/A,0
ABC1002333,Multifamily residential,1/1/2020," $843,118.11 ", Partially amortizing ," $786,910.23 ",5.34%," $1,139,348.79 "," $109,719.29 ",60,40,2%,Midwest,N/A,0
ABC1002334,Office building,1/1/2016," $10,362,329.60 ", Partially amortizing ," $7,840,829.39 ",7.08%," $13,634,644.21 "," $1,116,677.36 ",120,47,5%,South,Class B,0
ABC1002335,Multifamily residential,1/1/2021," $1,005,082.20 ", Partially amortizing ," $961,528.64 ",4.89%," $1,500,122.69 "," $79,956.54 ",60,47,5%,Northeast,N/A,0
ABC1002336,Retail space,1/1/2016," $37,989,836.57 ", Fully amortizing ," $21,527,574.05 ",7.26%," $60,301,327.88 "," $7,326,611.34 ",60,34,4%,Northeast,N/A,0
ABC1002337,Office building,1/1/2016," $5,381,787.04 ", Partially amortizing ," $4,861,547.62 ",7.52%," $7,175,716.05 "," $388,923.81 ",60,31,10%,Northeast,Class C,0
ABC1002338,Multifamily residential,1/1/2018," $2,255,551.13 ", Partially amortizing ," $1,443,552.72 ",6.92%," $3,268,914.68 "," $219,997.96 ",120,12,36%,South,N/A,0
ABC1002339,Office building,1/1/2021," $4,407,544.22 ", Partially amortizing ," $3,364,425.42 ",7.04%," $7,225,482.33 "," $479,049.48 ",120,49,20%,South,Class C,0
ABC1002340,Retail space,1/1/2021," $1,807,069.92 ", Partially amortizing ," $1,704,669.29 ",7.50%," $2,409,426.55 "," $267,205.40 ",120,103,27%,Northeast,N/A,0
ABC1002341,Multifamily residential,1/1/2017," $1,591,886.23 ", Partially amortizing ," $1,374,328.45 ",6.47%," $2,015,045.86 "," $211,982.82 ",60,19,1%,Northeast,N/A,0
ABC1002342,Office building,1/1/2022," $14,822,801.74 ", Fully amortizing ," $10,128,914.52 ",5.52%," $19,250,391.88 "," $96,251.96 ",60,41,10%,South,Class C,1
ABC1002343,Retail space,1/1/2020," $1,791,110.59 ", Partially amortizing ," $1,737,377.27 ",6.04%," $2,633,986.16 "," $319,502.52 ",60,51,14%,Northeast,N/A,0
ABC1002344,Office building,1/1/2023," $28,426,622.09 ", Partially amortizing ," $28,426,622.09 ",5.52%," $45,121,622.37 "," $4,069,970.34 ",120,120,6%,West,Class B,0
ABC1002345,Office building,1/1/2022," $2,523,532.67 ", Fully amortizing ," $799,118.68 ",5.95%," $3,504,906.49 "," $158,421.77 ",120,38,13%,Northeast,Class C,0
ABC1002346,Retail space,1/1/2021," $2,170,224.67 ", Partially amortizing ," $1,996,606.70 ",7.26%," $2,893,632.90 "," $197,924.49 ",120,96,26%,Midwest,N/A,1
ABC1002347,Retail space,1/1/2018," $1,712,566.45 ", Partially amortizing ," $1,672,606.57 ",5.99%," $2,518,480.08 "," $191,908.18 ",60,53,6%,Northeast,N/A,1
ABC1002348,Multifamily residential,1/1/2018," $774,091.05 ", Fully amortizing ," $129,015.17 ",5.95%," $1,172,865.22 "," $106,378.88 ",60,10,10%,Midwest,N/A,0
ABC1002349,Retail space,1/1/2021," $4,590,343.38 ", Partially amortizing ," $3,136,734.64 ",7.59%," $5,597,979.73 "," $460,153.93 ",120,25,23%,Midwest,N/A,0
ABC1002350,Multifamily residential,1/1/2023," $3,471,636.74 ", Partially amortizing ," $3,205,477.93 ",5.93%," $5,599,414.10 "," $545,942.87 ",60,37,28%,Northeast,N/A,0
ABC1002351,Multifamily residential,1/1/2018," $10,919,742.89 ", Partially amortizing ," $9,754,970.31 ",6.62%," $20,603,288.47 "," $1,452,531.84 ",180,148,4%,Midwest,N/A,0
ABC1002352,Multifamily residential,1/1/2022," $18,106,882.91 ", Partially amortizing ," $16,839,401.11 ",5.70%," $25,502,651.99 "," $1,698,476.62 ",60,39,10%,Northeast,N/A,0
ABC1002353,Multifamily residential,1/1/2019," $2,560,439.28 ", Partially amortizing ," $2,364,138.94 ",5.63%," $4,064,189.34 "," $360,900.01 ",60,37,1%,Midwest,N/A,0
ABC1002354,Multifamily residential,1/1/2022," $3,590,913.82 ", Partially amortizing ," $2,705,155.08 ",6.69%," $5,886,743.97 "," $393,823.17 ",120,46,11%,South,N/A,0
ABC1002355,Retail space,1/1/2020," $6,023,559.88 ", Partially amortizing ," $5,320,811.23 ",5.72%," $8,605,085.54 "," $589,448.36 ",60,25,22%,Midwest,N/A,0
ABC1002356,Office building,1/1/2016," $4,886,288.26 ", Partially amortizing ," $4,495,385.20 ",7.38%," $6,515,051.02 "," $431,296.38 ",120,96,15%,West,Class B,1
ABC1002357,Office building,1/1/2016," $2,653,933.05 ", Fully amortizing ," $1,172,153.76 ",7.32%," $4,423,221.74 "," $325,549.12 ",120,53,14%,South,Class B,0
ABC1002358,Multifamily residential,1/1/2018," $789,372.14 ", Partially amortizing ," $784,109.66 ",6.34%," $1,127,674.49 "," $118,405.82 ",60,58,30%,Northeast,N/A,0
ABC1002359,Multifamily residential,1/1/2019," $6,284,514.95 ", Partially amortizing ," $6,095,979.50 ",6.34%," $8,728,492.99 "," $834,443.93 ",60,51,35%,South,N/A,0
ABC1002360,Office building,1/1/2021," $2,075,326.34 ", Partially amortizing ," $1,570,330.26 ",6.97%," $3,402,174.32 "," $195,625.02 ",120,47,54%,Northeast,Class C,0
ABC1002361,Multifamily residential,1/1/2017," $15,458,515.33 ", Partially amortizing ," $13,397,379.95 ",6.25%," $25,764,192.22 "," $1,692,707.43 ",60,20,31%,Midwest,N/A,0
ABC1002362,Office building,1/1/2016," $4,761,415.50 ", Fully amortizing ," $2,936,206.22 ",7.45%," $6,900,602.17 "," $404,375.29 ",60,37,7%,South,Class C,0
ABC1002363,Multifamily residential,1/1/2015," $6,307,471.36 ", Partially amortizing ," $4,646,503.90 ",7.16%," $8,409,961.82 "," $892,296.95 ",120,41,3%,Northeast,N/A,0
ABC1002364,Office building,1/1/2015," $8,393,836.09 ", Fully amortizing ," $5,525,942.09 ",6.85%," $11,991,194.41 "," $1,357,403.21 ",120,79,11%,Midwest,Class A,0
ABC1002365,Multifamily residential,1/1/2017," $2,820,939.81 ", Partially amortizing ," $2,651,683.42 ",6.16%," $5,037,392.51 "," $542,527.17 ",60,42,9%,Northeast,N/A,0
ABC1002366,Office building,1/1/2016," $348,872.33 ", Partially amortizing ," $281,423.68 ",7.10%," $536,726.66 "," $27,963.46 ",60,2,1%,South,Class A,0
ABC1002367,Multifamily residential,1/1/2020," $17,595,426.58 ", Fully amortizing ," $7,917,941.96 ",7.75%," $25,136,323.69 "," $1,819,869.84 ",120,54,31%,Midwest,N/A,0
ABC1002368,Multifamily residential,1/1/2021," $3,946,488.29 ", Partially amortizing ," $3,315,050.16 ",7.17%," $5,719,548.25 "," $824,186.90 ",120,72,11%,Northeast,N/A,0
ABC1002369,Retail space,1/1/2020," $2,922,498.16 ", Fully amortizing ," $1,461,249.08 ",6.04%," $4,713,706.71 "," $339,386.88 ",60,30,38%,Northeast,N/A,0
ABC1002370,Retail space,1/1/2022," $2,816,630.31 ", Partially amortizing ," $1,924,697.38 ",6.50%," $4,267,621.68 "," $300,867.33 ",120,25,13%,South,N/A,0
ABC1002371,Multifamily residential,1/1/2022," $42,372,124.85 ", Fully amortizing ," $7,415,121.85 ",6.16%," $61,408,876.59 "," $5,403,981.14 ",120,21,3%,Midwest,N/A,0
ABC1002372,Office building,1/1/2015," $3,206,869.32 ", Partially amortizing ," $2,789,976.31 ",6.59%," $5,010,733.31 "," $351,252.41 ",120,81,11%,Midwest,Class A,0
ABC1002373,Retail space,1/1/2019," $6,391,083.84 ", Partially amortizing ," $5,219,385.14 ",5.55%," $9,130,119.77 "," $547,807.19 ",60,5,12%,Northeast,N/A,0
ABC1002374,Multifamily residential,1/1/2017," $12,876,916.54 ", Partially amortizing ," $11,503,378.78 ",5.88%," $24,763,301.04 "," $2,201,457.46 ",60,28,14%,Northeast,N/A,0
ABC1002375,Multifamily residential,1/1/2022," $8,001,356.56 ", Partially amortizing ," $6,454,427.63 ",6.03%," $12,309,779.32 "," $816,138.37 ",60,2,14%,Midwest,N/A,1
ABC1002376,Retail space,1/1/2020," $2,235,174.18 ", Partially amortizing ," $2,115,964.89 ",5.32%," $2,980,232.24 "," $192,821.03 ",60,44,28%,Midwest,N/A,0
ABC1002377,Multifamily residential,1/1/2019," $6,285,036.21 ", Partially amortizing ," $5,782,233.31 ",5.86%," $8,852,163.68 "," $1,080,849.19 ",60,36,4%,Northeast,N/A,0
ABC1002378,Retail space,1/1/2018," $14,024,831.99 ", Partially amortizing ," $8,601,896.96 ",7.52%," $20,035,474.28 "," $1,779,150.12 ",120,4,11%,Midwest,N/A,1
ABC1002379,Office building,1/1/2019," $8,949,981.09 ", Partially amortizing ," $7,935,649.90 ",6.44%," $13,161,736.90 "," $577,800.25 ",60,26,11%,Northeast,Class B,0
ABC1002380,Office building,1/1/2020," $175,813.36 ", Partially amortizing ," $155,887.84 ",5.42%," $219,766.69 "," $4,944.75 ",60,26,14%,Northeast,Class B,0
ABC1002381,Retail space,1/1/2020," $2,122,804.38 ", Partially amortizing ," $2,023,740.17 ",7.97%," $2,989,865.32 "," $284,336.19 ",120,106,17%,Northeast,N/A,0
ABC1002382,Office building,1/1/2017," $1,926,082.24 ", Partially amortizing ," $1,579,387.44 ",6.24%," $3,379,091.65 "," $118,268.21 ",60,6,10%,South,Class B,0
ABC1002383,Retail space,1/1/2017," $6,075,553.51 ", Partially amortizing ," $5,285,731.56 ",6.06%," $9,067,990.32 "," $748,109.20 ",60,21,13%,Northeast,N/A,0
ABC1002384,Multifamily residential,1/1/2022," $14,843,127.31 ", Partially amortizing ," $12,369,272.76 ",5.49%," $23,192,386.42 "," $2,119,784.12 ",60,10,14%,Northeast,N/A,0
ABC1002385,Multifamily residential,1/1/2018," $3,492,184.84 ", Partially amortizing ," $3,177,888.21 ",5.38%," $5,291,189.15 "," $156,619.20 ",60,33,6%,Midwest,N/A,0
ABC1002386,Office building,1/1/2017," $4,895,032.03 ", Partially amortizing ," $4,274,994.64 ",5.96%," $7,648,487.55 "," $299,055.86 ",60,22,33%,Northeast,Class A,0
ABC1002387,Multifamily residential,1/1/2020," $1,658,135.29 ", Partially amortizing ," $1,381,779.41 ",5.42%," $2,590,836.40 "," $198,198.98 ",60,10,2%,Northeast,N/A,0
ABC1002388,Office building,1/1/2019," $819,970.03 ", Partially amortizing ," $751,639.19 ",8.00%," $1,223,835.86 "," $102,802.21 ",120,95,15%,Northeast,Class A,1
ABC1002389,Office building,1/1/2020," $5,593,896.86 ", Partially amortizing ," $5,165,031.44 ",5.53%," $8,107,096.90 "," $518,854.20 ",60,37,28%,Midwest,Class B,0
ABC1002390,Multifamily residential,1/1/2020," $16,513,435.65 ", Partially amortizing ," $14,256,599.44 ",5.27%," $25,802,243.20 "," $2,415,089.96 ",60,19,4%,Northeast,N/A,0
ABC1002391,Retail space,1/1/2015," $539,467.11 ", Partially amortizing ," $523,283.10 ",6.71%," $817,374.42 "," $75,198.45 ",120,111,10%,South,N/A,0
ABC1002392,Office building,1/1/2020," $2,306,609.21 ", Partially amortizing ," $2,275,854.42 ",8.00%," $3,117,039.47 "," $276,793.10 ",120,116,20%,Northeast,Class B,1
ABC1002393,Office building,1/1/2021," $1,926,113.84 ", Partially amortizing ," $1,868,330.43 ",5.24%," $2,602,856.54 "," $155,650.82 ",60,51,26%,South,Class A,0
ABC1002394,Multifamily residential,1/1/2023," $835,533.55 ", Partially amortizing ," $465,113.68 ",7.33%," $1,247,065.01 "," $116,475.87 ",180,47,32%,Northeast,N/A,0
ABC1002395,Retail space,1/1/2022," $1,313,962.62 ", Partially amortizing ," $805,897.08 ",6.02%," $1,850,651.58 "," $174,516.44 ",120,4,36%,Midwest,N/A,0
ABC1002396,Office building,1/1/2023," $701,132.58 ", Partially amortizing ," $343,554.96 ",7.62%," $1,078,665.50 "," $125,448.80 ",180,27,2%,South,Class A,0
ABC1002397,Office building,1/1/2016," $1,445,258.01 ", Partially amortizing ," $1,035,768.24 ",7.63%," $2,157,101.51 "," $167,391.08 ",120,35,10%,South,Class B,0
ABC1002398,Multifamily residential,1/1/2022," $2,223,149.48 ", Partially amortizing ," $2,067,529.02 ",6.31%," $3,705,249.13 "," $341,253.45 ",120,99,1%,Northeast,N/A,0
ABC1002399,Multifamily residential,1/1/2019," $4,705,868.60 ", Fully amortizing ," $1,019,604.86 ",5.93%," $6,627,983.95 "," $599,169.75 ",60,13,8%,Northeast,N/A,0
ABC1002400,Retail space,1/1/2020," $4,323,613.76 ", Partially amortizing ," $3,026,529.63 ",7.96%," $5,543,094.57 "," $512,736.25 ",120,30,41%,Northeast,N/A,0
ABC1002401,Multifamily residential,1/1/2016," $2,666,746.69 ", Partially amortizing ," $2,337,847.94 ",6.93%," $4,597,839.13 "," $404,609.84 ",60,23,30%,Northeast,N/A,0
ABC1002402,Retail space,1/1/2016," $634,315.85 ", Partially amortizing ," $579,341.81 ",7.62%," $1,075,111.61 "," $129,228.42 ",60,34,15%,Midwest,N/A,0
ABC1002403,Multifamily residential,1/1/2019," $502,898.49 ", Fully amortizing ," $423,272.90 ",8.01%," $728,838.39 "," $40,669.18 ",120,101,4%,Midwest,N/A,0
ABC1002404,Office building,1/1/2018," $66,072.56 ", Partially amortizing ," $31,274.35 ",6.52%," $115,916.77 "," $10,571.61 ",180,22,13%,Northeast,Class A,0
ABC1002405,Retail space,1/1/2020," $1,844,960.66 ", Partially amortizing ," $1,789,611.84 ",5.39%," $2,635,658.09 "," $220,077.45 ",60,51,20%,Northeast,N/A,0
ABC1002406,Office building,1/1/2019," $659,511.26 ", Partially amortizing ," $571,576.42 ",7.53%," $1,293,159.33 "," $91,943.63 ",120,80,3%,South,Class A,0
ABC1002407,Multifamily residential,1/1/2019," $1,263,866.64 ", Fully amortizing ," $663,529.98 ",7.95%," $2,256,904.71 "," $146,247.43 ",120,63,1%,Northeast,N/A,0
ABC1002408,Retail space,1/1/2020," $18,186,197.26 ", Fully amortizing ," $17,579,990.68 ",5.93%," $30,310,328.76 "," $2,682,464.10 ",60,58,30%,Northeast,N/A,0
ABC1002409,Retail space,1/1/2017," $974,089.88 ", Partially amortizing ," $951,361.12 ",6.45%," $1,739,446.21 "," $158,289.61 ",60,53,37%,Northeast,N/A,0
ABC1002410,Retail space,1/1/2016," $5,988,011.38 ", Partially amortizing ," $3,772,447.17 ",7.74%," $9,212,325.21 "," $766,465.46 ",120,9,15%,South,N/A,0
ABC1002411,Office building,1/1/2020," $640,786.44 ", Fully amortizing ," $448,550.51 ",6.09%," $832,190.19 "," $41,526.29 ",60,42,23%,Northeast,Class B,0
ABC1002412,Multifamily residential,1/1/2021," $1,199,956.78 ", Partially amortizing ," $995,964.13 ",6.91%," $2,068,891.00 "," $141,512.14 ",180,129,3%,Northeast,N/A,0
ABC1002413,Office building,1/1/2022," $3,601,900.19 ", Fully amortizing ," $1,140,601.73 ",5.82%," $5,145,571.70 "," $146,648.79 ",120,38,1%,Northeast,Class C,0
ABC1002414,Retail space,1/1/2021," $7,138,914.09 ", Partially amortizing ," $7,067,524.95 ",4.99%," $13,997,870.76 "," $919,660.11 ",60,57,22%,Northeast,N/A,0
ABC1002415,Multifamily residential,1/1/2021," $1,672,279.84 ", Fully amortizing ," $771,106.81 ",7.17%," $2,697,225.54 "," $194,739.68 ",180,83,2%,South,N/A,0
ABC1002416,Multifamily residential,1/1/2023," $5,397,939.81 ", Partially amortizing ," $4,660,221.37 ",6.66%," $8,568,158.42 "," $435,262.45 ",60,19,4%,Midwest,N/A,0
ABC1002417,Retail space,1/1/2016," $1,493,683.43 ", Fully amortizing ," $199,157.79 ",7.11%," $2,409,166.82 "," $170,328.09 ",120,16,4%,South,N/A,0
ABC1002418,Office building,1/1/2017," $8,087,177.83 ", Fully amortizing ," $6,065,383.37 ",6.28%," $11,720,547.58 "," $559,070.12 ",60,45,7%,South,Class C,0
ABC1002419,Multifamily residential,1/1/2019," $7,219,449.31 ", Partially amortizing ," $7,075,060.32 ",5.60%," $10,168,238.46 "," $686,356.10 ",60,54,27%,Midwest,N/A,0
ABC1002420,Retail space,1/1/2015," $3,523,062.53 ", Fully amortizing ," $2,994,603.15 ",7.63%," $6,524,189.87 "," $432,553.79 ",60,51,10%,South,N/A,0
ABC1002421,Multifamily residential,1/1/2016," $4,693,139.44 ", Partially amortizing ," $4,145,606.51 ",7.65%," $7,954,473.63 "," $423,973.44 ",60,25,12%,Northeast,N/A,0
ABC1002422,Retail space,1/1/2020," $4,831,301.07 ", Partially amortizing ," $3,961,666.88 ",5.72%," $6,901,858.68 "," $329,218.66 ",60,6,22%,Northeast,N/A,1
ABC1002423,Retail space,1/1/2018," $4,007,127.30 ", Partially amortizing ," $3,753,342.57 ",5.80%," $5,980,787.01 "," $494,611.09 ",60,41,12%,Northeast,N/A,0
ABC1002424,Office building,1/1/2016," $14,008,317.74 ", Partially amortizing ," $13,401,290.64 ",6.94%," $19,455,996.87 "," $1,531,186.95 ",60,47,15%,South,Class A,0
ABC1002425,Multifamily residential,1/1/2020," $2,382,136.31 ", Fully amortizing ," $436,724.99 ",5.49%," $3,403,051.87 "," $341,666.41 ",60,11,11%,Midwest,N/A,0
ABC1002426,Retail space,1/1/2019," $3,194,918.93 ", Partially amortizing ," $2,790,229.20 ",7.14%," $5,415,116.83 "," $499,815.28 ",180,142,14%,West,N/A,0
ABC1002427,Multifamily residential,1/1/2023," $16,150,919.23 ", Partially amortizing ," $8,506,150.80 ",7.53%," $23,751,351.81 "," $1,971,362.20 ",180,38,14%,Northeast,N/A,0
ABC1002428,Multifamily residential,1/1/2017," $8,667,701.01 ", Partially amortizing ," $7,945,392.59 ",5.98%," $13,334,924.63 "," $1,109,465.73 ",60,35,14%,Midwest,N/A,0
ABC1002429,Multifamily residential,1/1/2016," $1,683,151.29 ", Partially amortizing ," $1,296,026.49 ",8.01%," $3,005,627.30 "," $237,444.56 ",180,111,13%,Midwest,N/A,0
ABC1002430,Office building,1/1/2018," $2,855,843.78 ", Partially amortizing ," $2,779,687.95 ",5.44%," $4,840,413.19 "," $267,190.81 ",60,52,15%,Northeast,Class B,0
ABC1002431,Multifamily residential,1/1/2022," $9,507,928.76 ", Fully amortizing ," $7,289,412.05 ",5.49%," $13,205,456.61 "," $941,549.06 ",60,46,26%,South,N/A,0
ABC1002432,Office building,1/1/2017," $3,530,750.37 ", Partially amortizing ," $3,024,676.15 ",7.23%," $5,043,929.11 "," $532,638.91 ",120,77,15%,South,Class A,0
ABC1002433,Multifamily residential,1/1/2021," $1,971,632.39 ", Fully amortizing ," $624,350.26 ",5.38%," $3,286,053.98 "," $204,721.16 ",60,19,3%,Northeast,N/A,0
ABC1002434,Office building,1/1/2016," $125,702.41 ", Partially amortizing ," $52,376.00 ",7.77%," $237,174.35 "," $18,807.93 ",180,5,34%,Northeast,Class A,0
ABC1002435,Multifamily residential,1/1/2021," $9,009,371.39 ", Partially amortizing ," $8,618,965.29 ",4.85%," $12,174,826.20 "," $1,040,947.64 ",60,47,12%,Northeast,N/A,0
ABC1002436,Multifamily residential,1/1/2018," $3,300,264.66 ", Partially amortizing ," $2,420,194.08 ",6.99%," $5,000,401.00 "," $523,541.98 ",120,40,14%,Midwest,N/A,0
ABC1002437,Multifamily residential,1/1/2016," $3,539,976.06 ", Partially amortizing ," $3,410,176.94 ",7.17%," $4,916,633.42 "," $290,573.03 ",60,49,37%,West,N/A,0
ABC1002438,Retail space,1/1/2016," $14,309,309.24 ", Partially amortizing ," $14,309,309.24 ",7.72%," $19,874,040.61 "," $1,329,573.32 ",120,120,4%,Midwest,N/A,0
ABC1002439,Multifamily residential,1/1/2016," $13,230,760.05 ", Partially amortizing ," $12,260,504.31 ",7.18%," $19,457,000.07 "," $2,083,844.71 ",60,38,38%,South,N/A,0
ABC1002440,Office building,1/1/2020," $4,511,847.44 ", Partially amortizing ," $3,669,635.92 ",7.92%," $6,266,454.78 "," $468,730.82 ",120,64,29%,South,Class B,0
ABC1002441,Multifamily residential,1/1/2019," $3,867,178.26 ", Partially amortizing ," $3,544,913.41 ",6.08%," $6,042,466.04 "," $456,206.19 ",60,35,5%,Northeast,N/A,0
ABC1002442,Office building,1/1/2022," $3,795,421.40 ", Fully amortizing ," $2,277,252.84 ",6.05%," $6,325,702.33 "," $500,363.05 ",60,36,39%,Northeast,Class B,0
ABC1002443,Multifamily residential,1/1/2023," $2,736,993.71 ", Fully amortizing ," $22,808.28 ",5.88%," $4,085,065.23 "," $305,154.37 ",120,1,10%,Northeast,N/A,0
ABC1002444,Office building,1/1/2016," $8,545,457.22 ", Fully amortizing ," $474,747.62 ",7.81%," $13,782,995.52 "," $669,853.58 ",180,10,3%,South,Class A,0
ABC1002445,Retail space,1/1/2020," $1,562,977.16 ", Partially amortizing ," $1,146,183.25 ",7.71%," $2,170,801.62 "," $138,714.22 ",120,40,12%,Midwest,N/A,0
ABC1002446,Office building,1/1/2016," $6,599,947.26 ", Partially amortizing ," $6,511,947.96 ",7.15%," $6,947,312.90 "," $454,354.26 ",120,116,14%,South,Class C,0
ABC1002447,Retail space,1/1/2022," $3,021,952.23 ", Partially amortizing ," $2,830,561.92 ",6.24%," $4,510,376.46 "," $190,337.89 ",120,101,7%,South,N/A,0
ABC1002448,Office building,1/1/2023," $6,618,081.10 ", Partially amortizing ," $6,044,514.07 ",5.92%," $8,070,830.61 "," $498,777.33 ",120,94,30%,South,Class C,0
ABC1002449,Multifamily residential,1/1/2020," $3,437,061.92 ", Partially amortizing ," $2,829,847.65 ",8.05%," $5,825,528.68 "," $508,568.65 ",120,67,29%,Northeast,N/A,0
ABC1002450,Multifamily residential,1/1/2017," $9,563,243.85 ", Partially amortizing ," $9,563,243.85 ",6.28%," $13,469,357.54 "," $1,322,690.91 ",60,60,7%,Northeast,N/A,0
ABC1002451,Multifamily residential,1/1/2020," $1,649,937.92 ", Partially amortizing ," $1,501,443.51 ",5.57%," $2,170,970.95 "," $141,764.40 ",60,33,9%,South,N/A,0
ABC1002452,Office building,1/1/2017," $9,200,330.90 ", Fully amortizing ," $5,443,529.11 ",7.61%," $12,603,193.01 "," $114,689.06 ",120,71,9%,Northeast,Class C,0
